full_name,eccentricity,inclination (deg),node (deg),perihelion arg (deg),perihelion distance (au),aphelion distance (au),data_arc,condition_code,n_obs_used,absolute magnitude,n,mean anomaly,time perihelion passage (tdb),spkid,pdes,pha_
       (2015 YQ),0.637,4.22,63.65,301.21,0.702,3.16,4.0,8.0,38,24.2,0.3666,18.97,2457323.77,3738549,2015 YQ,0
       (2015 YR),0.3469,10.12,264.8,172.62,1.02,2.1,16.0,7.0,84,24.6,0.5053,249.23,2460219.72,3738550,2015 YR,0
       (2015 YS),0.2836,10.17,82.82,47.53,0.955,1.71,3.0,8.0,23,25.8,0.64,334.76,2457414.94,3738551,2015 YS,0
       (2015 YT),0.2563,1.58,270.8,53.42,0.705,1.19,3.0,6.0,28,25.84,1.068,17.06,2459984.52,3738552,2015 YT,0
       (2015 YZ),0.2428,2.37,3.21,140.8,1.084,1.78,71.0,5.0,45,23.01,0.5758,31.62,2459945.59,3738910,2015 YZ,0
       (2015 YA1),0.187,6.58,266.36,86.35,0.87,1.27,15.0,7.0,66,24.5,0.8898,247.28,2460127.18,3738911,2015 YA1,0
       (2015 YB1),0.4105,28.62,92.53,65.43,0.907,2.17,715.0,0.0,127,21.4,0.5162,245.78,2460221.76,3738912,2015 YB1,0
       (2015 YC1),0.256,6.66,266.14,267.93,0.806,1.36,552.0,1.0,98,26.0,0.8734,73.91,2459915.89,3738913,2015 YC1,0
       (2015 YD1),0.5487,8.55,266.22,179.56,1.043,3.58,16.0,8.0,71,24.2,0.2804,0.45,2457375.89,3738914,2015 YD1,0
       (2015 YE1),0.3207,10.14,86.05,77.82,0.818,1.59,4.0,7.0,61,27.4,0.7464,114.88,2459846.58,3738915,2015 YE1,0
       (2015 YF1),0.2056,21.26,265.59,165.34,1.082,1.64,27.0,7.0,65,23.2,0.6197,195.06,2460266.65,3738916,2015 YF1,0
       (2015 YH1),0.444,24.89,85.59,68.9,0.842,2.19,4.0,8.0,55,25.2,0.5291,333.2,2457427.14,3738917,2015 YH1,0
       (2015 YJ1),0.3722,3.62,266.76,207.25,0.979,2.14,4.0,8.0,36,27.6,0.5061,348.09,2457399.03,3738918,2015 YJ1,0
       (2015 YM1),0.2048,5.24,86.29,270.31,0.828,1.25,20.0,6.0,39,28.4,0.928,342.67,2460019.18,3738930,2015 YM1,0
       (2015 YN1),0.3378,9.49,28.28,99.96,1.161,2.35,2736.0,0.0,159,21.16,0.4244,17.9,2459958.33,3738929,2015 YN1,0
       (2015 YO1),0.5194,14.47,90.96,300.0,0.918,2.9,37.0,6.0,40,23.0,0.3731,277.67,2460221.15,3738931,2015 YO1,0
       (2015 YP1),0.1813,14.85,273.17,225.46,1.015,1.47,49.0,6.0,54,22.97,0.7136,40.16,2459944.23,3738928,2015 YP1,0
       (2015 YQ1),0.4041,2.49,88.68,111.93,0.599,1.41,3.0,6.0,64,28.0,0.979,346.46,2460014.33,3738932,2015 YQ1,0
       (2015 YR1),0.3396,50.54,296.74,98.88,1.075,2.18,2267.0,0.0,262,19.13,0.4744,208.04,2460320.83,3738934,2015 YR1,0
       (2015 YS1),0.4202,18.04,278.92,146.19,1.09,2.67,88.0,5.0,114,20.8,0.3822,296.21,2460167.41,3738933,2015 YS1,0
       (2015 YT1),0.3437,4.51,265.78,218.36,0.985,2.02,17.0,8.0,31,27.0,0.5357,342.69,2457408.81,3738936,2015 YT1,0
       (2015 YU1),0.1133,7.83,269.13,265.69,0.988,1.24,235.0,3.0,98,24.84,0.838,324.84,2460042.46,3738937,2015 YU1,0
       (2015 YV1),0.6246,2.89,73.01,281.24,0.686,2.97,26.0,7.0,57,23.5,0.3993,349.74,2460026.2,3738938,2015 YV1,0
       (2015 YC2),0.6927,1.94,122.31,49.19,0.783,4.31,1610.0,0.0,169,23.3,0.2425,253.36,2460440.16,3738968,2015 YC2,0
       (2015 YD2),0.4262,15.19,272.71,244.81,0.835,2.08,2564.0,0.0,127,22.63,0.5611,0.98,2459998.75,3738969,2015 YD2,0
       (2015 YE2),0.1946,12.16,268.07,46.74,0.742,1.1,18.0,6.0,30,25.2,1.114,159.71,2459857.12,3738971,2015 YE2,0
       (2015 YS7),0.596,12.14,275.99,254.5,0.988,3.9,105.0,5.0,130,21.4,0.2576,294.08,2460256.38,3739009,2015 YS7,0
       (2015 YU7),0.4126,7.19,254.02,44.27,0.481,1.16,2248.0,1.0,235,21.37,1.329,354.84,2460004.39,3739011,2015 YU7,1
       (2015 YX7),0.6053,4.03,148.42,265.85,0.969,3.94,94.0,5.0,73,21.82,0.2562,319.56,2460158.32,3739012,2015 YX7,0
       (2015 YS9),0.3676,1.48,100.02,305.48,0.905,1.96,5.0,7.0,54,26.0,0.5756,88.51,2459846.73,3739055,2015 YS9,0
       (2015 YT9),0.6204,10.41,125.92,232.49,0.614,2.62,3899.0,0.0,80,20.73,0.4794,208.95,2460315.61,3739056,2015 YT9,0
       (2015 YV9),0.5265,6.15,93.18,357.72,1.012,3.26,5.0,7.0,47,25.8,0.3155,107.09,2459661.02,3739060,2015 YV9,0
       (2015 YY9),0.5643,8.29,78.12,300.1,0.812,2.92,16.0,8.0,110,22.0,0.3871,23.08,2457330.88,3739061,2015 YY9,1
       (2015 YZ9),0.5477,7.35,25.7,341.69,0.786,2.69,16.0,7.0,34,21.39,0.4303,77.51,2459820.36,3739064,2015 YZ9,0
       (2015 YA10),0.6557,9.55,45.13,302.71,0.533,2.56,2681.0,0.0,119,20.57,0.512,294.29,2460128.83,3739063,2015 YA10,0
       (2015 YC10),0.6396,5.32,285.66,236.67,0.807,3.67,5.0,7.0,62,24.9,0.2944,35.02,2459881.54,3739065,2015 YC10,0
       (2015 YD10),0.0776,25.09,101.7,50.83,1.055,1.23,156.0,4.0,27,23.8,0.8058,256.78,2460128.6,3739066,2015 YD10,0
       (2015 YL10),0.5071,25.38,308.4,90.25,1.257,3.84,2918.0,0.0,127,19.54,0.2421,291.98,2460281.49,3739079,2015 YL10,0
       (2015 YM10),0.8915,18.67,63.76,182.87,0.273,4.75,37.0,6.0,46,19.8,0.2474,267.45,2460374.57,3739078,2015 YM10,0
       (2015 YN10),0.7014,23.85,310.89,2.1,0.325,1.85,3676.0,0.0,76,20.48,0.8695,192.74,2460192.87,3739080,2015 YN10,0
       (2015 YO10),0.0997,2.43,297.98,132.05,1.01,1.23,11.0,7.0,28,26.6,0.8298,31.08,2459963.04,3739077,2015 YO10,0
       (2015 YQ10),0.2145,15.0,268.09,152.99,0.981,1.52,1.0,7.0,18,27.0,0.7061,68.1,2459904.06,3739081,2015 YQ10,0
       (2015 YT10),0.785,10.91,136.95,200.89,0.505,4.2,42.0,6.0,95,20.0,0.2734,9.26,2459966.62,3739082,2015 YT10,0
       (2015 YC18),0.3267,5.43,57.91,78.83,0.921,1.81,12.0,7.0,15,25.3,0.6165,149.46,2459758.04,3739151,2015 YC18,0
       (2015 YD18),0.6409,40.79,283.04,56.24,0.555,2.53,721.0,2.0,61,20.96,0.5135,301.37,2460114.67,3739152,2015 YD18,0
       (2015 YV20),0.2397,7.92,49.03,136.65,0.954,1.56,2721.0,0.0,37,22.39,0.7014,330.77,2460042.18,3740833,2015 YV20,0
       (2015 YE21),0.092,9.98,276.62,142.57,1.196,1.44,2218.0,0.0,181,20.96,0.6517,308.47,2460079.57,3777808,2015 YE21,0
       (2016 AE2),0.2988,0.72,330.19,286.5,0.564,1.05,3.0,8.0,20,26.4,1.365,220.05,2457492.03,3739155,2016 AE2,0
       (2016 AF2),0.2149,0.56,45.13,276.7,0.694,1.07,12.0,6.0,22,27.9,1.186,332.3,2460023.85,3739154,2016 AF2,0
       (2016 AG2),0.2089,17.74,286.35,118.01,0.982,1.5,13.0,7.0,33,23.7,0.7124,99.93,2459860.23,3739156,2016 AG2,0
       (2016 AJ2),0.5827,18.3,78.78,82.54,1.263,4.79,1834.0,0.0,106,19.59,0.1872,116.48,2459378.42,3739167,2016 AJ2,0
       (2016 AK2),0.2381,26.24,97.14,10.46,1.116,1.81,13.0,8.0,89,21.88,0.5559,356.88,2457397.12,3739169,2016 AK2,0
       (2016 AL2),0.2585,5.77,84.51,30.89,1.263,2.14,35.0,6.0,36,22.9,0.4435,70.54,2459841.47,3739166,2016 AL2,0
       (2016 AM2),0.5448,3.07,94.86,311.09,0.865,2.94,2.0,8.0,21,26.9,0.3763,15.64,2457348.93,3739170,2016 AM2,0
       (2016 AN2),0.5506,7.31,94.13,272.43,0.723,2.49,11.0,9.0,23,24.1,0.4834,37.6,2457318.71,3739168,2016 AN2,0
       (2016 AH8),0.2304,36.04,135.48,282.74,1.176,1.88,804.0,1.0,153,20.3,0.522,319.16,2460078.75,3739214,2016 AH8,0
       (2016 AJ8),0.6206,7.91,60.71,93.0,0.976,4.17,1446.0,0.0,42,21.9,0.2389,257.36,2460430.12,3739215,2016 AJ8,0
       (2016 AK8),0.1865,23.1,251.58,200.45,1.178,1.72,2577.0,0.0,170,21.14,0.5658,30.13,2459947.26,3739216,2016 AK8,0
       (2016 AL8),0.433,7.91,144.95,24.1,1.009,2.55,2603.0,0.0,150,20.73,0.4153,342.89,2460041.7,3739217,2016 AL8,1
       (2016 AO8),0.6128,8.6,88.91,7.35,1.09,4.54,12.0,8.0,15,24.0,0.2088,0.61,2457388.6,3739218,2016 AO8,0
       (2016 AP8),0.3836,5.38,289.18,99.73,0.867,1.95,11.0,8.0,17,23.9,0.5912,36.23,2457334.23,3739219,2016 AP8,0
       (2016 AQ8),0.5268,3.69,304.59,117.19,1.083,3.49,65.0,5.0,37,22.53,0.2848,35.67,2459875.27,3739220,2016 AQ8,0
       (2016 AR8),0.3288,11.35,282.38,145.8,1.056,2.09,2.0,8.0,18,25.5,0.4995,17.79,2457356.88,3739221,2016 AR8,0
       (2016 AT8),0.1255,7.21,107.99,284.69,1.084,1.4,26.0,7.0,20,24.02,0.7139,120.06,2459832.33,3739222,2016 AT8,0
       (2016 AW8),0.5859,7.42,96.61,336.59,1.038,3.97,8.0,9.0,15,24.8,0.2485,5.83,2457368.05,3739242,2016 AW8,0
       (2016 AZ8),0.3552,5.59,90.0,318.55,0.852,1.79,3504.0,0.0,371,21.08,0.6492,288.7,2460110.33,3739246,2016 AZ8,1
       (2016 AB9),0.0854,6.83,83.69,254.32,0.978,1.16,29.0,5.0,24,24.7,0.8919,284.23,2460085.45,3739247,2016 AB9,0
       (2016 AC9),0.3121,8.71,280.95,148.48,1.04,1.98,12.0,7.0,46,23.5,0.5303,319.24,2460077.35,3739248,2016 AC9,0
       (2016 AF9),0.9022,22.65,97.17,224.32,0.245,4.77,13.0,8.0,34,22.2,0.2482,12.62,2457342.64,3739256,2016 AF9,0
       (2016 AG9),0.2505,15.48,282.01,37.21,0.707,1.18,60.0,5.0,47,23.41,1.075,49.26,2459954.67,3739257,2016 AG9,0
       (2016 AH9),0.5576,3.0,102.34,277.22,0.739,2.6,10.0,8.0,13,25.0,0.4563,28.31,2457332.47,3739258,2016 AH9,0
       (2016 AJ9),0.5671,10.64,102.65,341.85,1.091,3.95,2991.0,0.0,40,24.3,0.2462,286.69,2460298.26,3739259,2016 AJ9,0
       (2016 AL9),0.4539,7.91,291.74,169.98,1.126,3.0,36.0,6.0,31,24.6,0.3328,149.31,2459551.9,3739260,2016 AL9,0
       (2016 AM9),0.1341,29.55,99.44,286.78,1.235,1.62,14.0,7.0,19,21.48,0.5783,127.77,2459779.56,3739261,2016 AM9,0
       (2016 AN9),0.4994,8.05,99.89,28.13,0.972,2.91,7.0,8.0,26,26.8,0.3642,352.74,2457412.43,3739263,2016 AN9,0
       (2016 AO9),0.5091,26.99,290.91,47.87,0.563,1.73,11.0,8.0,18,22.3,0.8014,73.5,2457301.79,3739262,2016 AO9,0
       (2016 AU9),0.5016,1.15,103.16,2.7,1.059,3.19,31.0,8.0,23,25.4,0.3182,0.45,2457394.08,3739264,2016 AU9,0
       (2016 AV9),0.5998,2.45,59.9,82.43,0.986,3.94,14.0,8.0,14,25.2,0.2548,352.04,2457423.76,3739265,2016 AV9,0
       (2016 AY9),0.3196,8.9,27.3,145.4,1.117,2.17,684.0,1.0,40,20.8,0.4688,100.52,2459786.06,3739315,2016 AY9,0
       (2016 AA10),0.5094,12.66,59.73,342.51,0.922,2.84,2069.0,1.0,105,20.29,0.3827,292.75,2460176.23,3739316,2016 AA10,1
       (2016 AV64),0.4868,6.03,104.55,268.41,0.673,1.95,6.0,8.0,11,27.18,0.6564,37.38,2457335.56,3739378,2016 AV64,0
       (2016 AW64),0.6138,9.46,280.59,256.31,0.869,3.63,17.0,8.0,61,22.97,0.292,345.88,2457445.84,3739379,2016 AW64,0
       (2016 AX64),0.7292,19.01,108.67,331.31,0.977,6.24,7.0,8.0,27,25.5,0.1439,3.12,2457373.79,3739381,2016 AX64,0
       (2016 AY64),0.4193,5.98,290.12,106.31,0.825,2.02,8.0,8.0,28,26.3,0.5815,31.17,2457342.89,3739380,2016 AY64,0
       (2016 AA65),0.3404,1.23,178.97,341.37,1.126,2.29,111.0,4.0,36,22.6,0.442,40.65,2459908.53,3739382,2016 AA65,0
       (2016 AC65),0.729,10.58,282.19,59.21,0.441,2.82,762.0,2.0,35,21.8,0.474,195.47,2460347.59,3739393,2016 AC65,1
       (2016 AD65),0.4606,2.08,100.71,317.7,0.932,2.52,8.0,8.0,11,27.0,0.4339,16.82,2457355.74,3739387,2016 AD65,0
       (2016 AE65),0.2996,3.34,281.54,31.04,0.592,1.1,7.0,8.0,14,24.7,1.27,130.93,2457293.39,3739389,2016 AE65,0
       (2016 AF65),0.3742,9.92,295.68,134.09,1.03,2.26,1277.0,1.0,154,22.1,0.4668,154.78,2459668.92,3739388,2016 AF65,0
       (2016 AG65),0.336,4.93,105.71,16.01,1.127,2.27,86.0,6.0,19,23.4,0.4457,77.12,2459827.47,3739390,2016 AG65,0
       (2016 AH65),0.2002,13.8,284.41,131.69,0.948,1.42,4.0,7.0,24,25.8,0.7636,223.19,2460179.67,3739391,2016 AH65,0
       (2016 AL65),0.5478,8.38,107.56,18.16,1.084,3.71,91.0,5.0,60,23.0,0.2655,330.4,2460111.96,3739392,2016 AL65,0
       (2016 AM65),0.3518,22.05,98.3,49.73,1.069,2.23,28.0,6.0,17,21.6,0.4655,102.23,2459780.88,3739394,2016 AM65,0
       (2016 AU65),0.5619,3.75,295.63,338.14,0.355,1.27,2932.0,0.0,73,22.7,1.352,151.43,2459888.51,3739413,2016 AU65,0
       (2016 AV65),0.3274,5.29,273.78,189.34,1.017,2.01,83.0,6.0,51,25.0,0.53,301.77,2460110.36,3739412,2016 AV65,0
       (2016 AW65),0.1045,8.63,124.78,250.98,0.977,1.21,24.0,6.0,35,24.1,0.8647,169.25,2459804.76,3739414,2016 AW65,0
       (2016 AX65),0.2305,14.76,120.26,299.36,1.099,1.76,21.0,7.0,16,23.4,0.5771,90.64,2459843.42,3739415,2016 AX65,0
       (2016 AY65),0.2735,6.9,124.32,321.81,1.1,1.93,18.0,8.0,25,24.5,0.5291,14.59,2457371.92,3739416,2016 AY65,0
       (2016 AZ65),0.1373,8.82,268.86,350.84,0.961,1.27,7338.0,0.0,84,21.98,0.8387,245.21,2460137.37,3739417,2016 AZ65,0
       (2016 AH66),0.2126,4.59,84.2,349.52,1.07,1.65,9.0,8.0,16,25.9,0.6224,20.73,2457361.19,3739616,2016 AH66,0
       (2016 AJ66),0.4304,7.31,277.88,131.82,0.951,2.39,8.0,8.0,11,25.3,0.457,23.06,2457343.04,3739614,2016 AJ66,0
       (2016 AL66),0.5166,3.94,157.96,330.58,1.043,3.27,55.0,6.0,80,25.0,0.3112,82.15,2459736.48,3739617,2016 AL66,0
       (2016 AM66),0.8299,19.7,236.27,354.92,0.435,4.68,1473.0,1.0,75,20.1,0.2411,245.46,2460475.56,3739619,2016 AM66,0
       (2016 AN66),0.3103,1.99,279.97,153.08,0.956,1.82,5.0,7.0,36,27.3,0.6038,150.6,2459751.06,3739620,2016 AN66,0
       (2016 AO66),0.5439,26.65,108.4,37.08,1.061,3.59,2541.0,1.0,117,20.17,0.2778,347.47,2460045.61,3739618,2016 AO66,0
       (2016 AR130),0.6765,55.91,104.11,117.26,0.52,2.69,2200.0,1.0,92,20.44,0.4842,141.94,2459707.34,3739621,2016 AR130,0
       (2016 AU130),0.2511,32.04,117.05,171.58,1.241,2.07,2634.0,0.0,195,18.66,0.4622,253.87,2460230.13,3739672,2016 AU130,0
       (2016 AH131),0.4424,12.87,107.04,325.12,0.965,2.5,28.0,7.0,22,23.0,0.4328,63.7,2459853.31,3739696,2016 AH131,0
       (2016 AK131),0.5297,14.4,129.94,263.31,1.206,3.92,2744.0,0.0,51,20.5,0.2401,281.46,2460327.57,3739697,2016 AK131,0
       (2016 AL131),0.4763,13.14,126.69,313.08,1.229,3.46,49.0,6.0,26,22.2,0.2741,4.84,2459982.85,3739698,2016 AL131,0
       (2016 AM131),0.5998,7.88,206.84,2.92,0.688,2.75,970.0,1.0,166,19.8,0.4376,21.71,2459950.88,3739700,2016 AM131,0
       (2016 AN131),0.3327,11.86,279.39,240.55,1.026,2.05,4.0,8.0,18,24.1,0.5168,337.21,2457443.6,3739699,2016 AN131,0
       (2016 AO131),0.2514,4.5,126.31,306.5,0.98,1.64,3427.0,0.0,123,24.31,0.6576,293.7,2460101.31,3739701,2016 AO131,0
       (2016 AP131),0.5942,5.67,108.93,356.74,1.002,3.94,6.0,7.0,33,27.0,0.254,303.16,2460224.25,3739703,2016 AP131,0
       (2016 AT131),0.2237,7.74,292.56,133.36,0.951,1.5,6.0,7.0,33,27.4,0.7268,119.19,2459836.51,3739702,2016 AT131,0
       (2016 AX147),0.5615,9.88,302.56,283.59,1.084,3.86,6931.0,0.0,481,17.68,0.2534,253.01,2460422.71,3740662,2016 AX147,0
       (2016 AH164),0.249,1.72,290.52,113.12,0.864,1.44,5.0,6.0,43,29.7,0.7986,321.98,2460048.11,3739705,2016 AH164,0
       (2016 AO164),0.2988,10.53,147.7,21.05,1.009,1.87,2582.0,0.0,137,22.15,0.5709,6.91,2459988.4,3739963,2016 AO164,0
       (2016 AP164),0.3771,7.79,213.06,316.67,1.222,2.7,109.0,4.0,84,21.6,0.3587,189.65,2460475.37,3739964,2016 AP164,0
       (2016 AQ164),0.5776,5.3,289.9,120.71,0.809,3.02,2.0,8.0,11,29.8,0.3716,15.66,2457358.36,3739965,2016 AQ164,0
       (2016 AS164),0.2378,22.95,114.03,335.43,1.114,1.81,17.0,8.0,22,24.4,0.5576,14.77,2457375.02,3740012,2016 AS164,0
       (2016 AV164),0.5701,2.55,297.03,152.04,1.009,3.68,33.0,7.0,62,24.9,0.2742,359.36,2460002.82,3740021,2016 AV164,0
       (2016 AW164),0.3319,32.69,113.05,335.59,1.066,2.13,14.0,9.0,38,23.5,0.489,12.64,2457375.66,3740024,2016 AW164,0
       (2016 AX164),0.1755,13.47,111.02,320.43,0.97,1.38,5.0,6.0,20,26.2,0.7728,238.38,2460157.88,3740028,2016 AX164,0
       (2016 AY164),0.2073,37.05,293.4,207.14,1.076,1.64,16.0,9.0,29,23.9,0.6236,343.0,2457428.76,3740031,2016 AY164,0
       (2016 AD165),0.3671,5.53,135.05,332.01,1.107,2.39,56.0,5.0,56,22.9,0.4259,32.97,2459923.09,3740039,2016 AD165,0
       (2016 AE165),0.3819,14.84,136.08,17.62,1.192,2.67,96.0,4.0,59,21.8,0.368,225.5,2460366.01,3740038,2016 AE165,0
       (2016 AF165),0.61,4.47,10.05,122.79,1.29,5.33,4379.0,0.0,383,20.31,0.1638,63.95,2459610.12,3740041,2016 AF165,0
       (2016 AG165),0.3516,16.52,311.17,99.17,1.064,2.22,8389.0,0.0,107,20.92,0.4691,174.43,2459628.69,3740043,2016 AG165,0
       (2016 AH165),0.3863,13.54,289.25,159.88,1.181,2.67,23.0,7.0,32,21.9,0.3694,247.02,2460306.39,3740042,2016 AH165,0
       (2016 AJ165),0.3613,22.45,291.23,316.99,0.587,1.25,5.0,7.0,20,25.4,1.119,288.75,2460064.15,3740044,2016 AJ165,0
       (2016 AK165),0.2658,1.33,237.67,173.79,0.946,1.63,17.0,8.0,26,23.8,0.6742,34.29,2457351.64,3740045,2016 AK165,0
       (2016 AL165),0.2014,11.8,114.44,332.45,1.077,1.62,23.0,7.0,38,24.9,0.629,212.45,2460235.07,3740046,2016 AL165,0
       (2016 AM165),0.2179,1.97,61.46,53.99,1.08,1.68,28.0,7.0,28,24.7,0.6069,137.48,2459773.98,3740047,2016 AM165,0
       (2016 AN165),0.3273,9.71,112.54,277.0,0.77,1.52,2.0,6.0,30,27.7,0.8047,339.56,2460025.9,3740049,2016 AN165,0
       (2016 AO165),0.7065,8.98,255.33,282.57,0.945,5.49,198.0,4.0,228,19.94,0.1706,71.87,2459579.2,3740048,2016 AO165,0
       (2016 AR165),0.6232,34.81,295.93,167.52,1.076,4.63,24.0,7.0,53,22.8,0.2043,171.98,2459158.75,3740040,2016 AR165,0
       (2016 AX165),0.2667,7.37,142.16,79.53,0.868,1.5,1770.0,1.0,71,23.0,0.7657,121.53,2459841.78,3740096,2016 AX165,0
       (2016 AZ165),0.1736,26.18,111.24,183.73,1.105,1.57,1977.0,1.0,54,20.9,0.6373,30.11,2459953.26,3740097,2016 AZ165,0
       (2016 AA166),0.6614,8.75,298.14,111.07,0.854,4.19,4.0,9.0,17,25.1,0.2462,11.99,2457353.81,3740098,2016 AA166,0
       (2016 AB166),0.6395,16.41,112.02,260.69,0.548,2.49,25.0,7.0,61,24.4,0.5265,315.4,2460085.21,3740101,2016 AB166,0
       (2016 AC166),0.4388,32.23,110.54,312.74,0.906,2.32,6.0,8.0,29,23.3,0.4804,20.86,2457361.08,3740099,2016 AC166,0
       (2016 AD166),0.569,5.28,96.41,297.45,0.712,2.59,31.0,7.0,40,23.58,0.4646,151.4,2459674.61,3740100,2016 AD166,0
       (2016 AE166),0.3966,34.28,106.77,16.23,1.058,2.45,2558.0,0.0,100,21.43,0.4245,14.95,2459965.28,3740102,2016 AE166,0
       (2016 AF166),0.5453,3.09,325.53,200.11,0.883,3.0,3.0,8.0,25,25.4,0.3644,345.83,2457441.39,3740103,2016 AF166,0
       (2016 AG166),0.3774,7.3,102.02,260.51,0.638,1.41,22.0,7.0,36,24.0,0.9503,22.22,2459977.12,3740104,2016 AG166,0
       (2016 AU192),0.3847,24.05,278.53,337.9,0.699,1.57,1814.0,1.0,18,21.9,0.8145,195.45,2460202.52,3740342,2016 AU192,0
       (2016 AV192),0.3736,5.36,295.55,127.76,0.972,2.13,16.0,8.0,25,25.7,0.5101,23.7,2457358.03,3740343,2016 AV192,0
       (2016 AW192),0.6847,1.94,310.76,72.73,0.63,3.37,3.0,9.0,16,25.3,0.349,18.43,2457350.7,3740344,2016 AW192,0
       (2016 AB193),0.4474,14.03,142.87,309.09,1.185,3.1,31.0,6.0,28,22.2,0.3141,108.27,2459655.8,3740493,2016 AB193,0
       (2016 AC193),0.5821,8.38,339.01,261.89,0.995,3.77,2561.0,1.0,58,18.79,0.2683,318.65,2460154.63,3740495,2016 AC193,0
       (2016 AD193),0.6461,7.79,334.33,33.7,0.545,2.53,1262.0,1.0,38,20.7,0.5159,304.96,2460107.2,3740500,2016 AD193,0
       (2016 AF193),0.2914,6.45,253.92,44.16,0.62,1.13,1530.0,1.0,136,21.9,1.205,77.3,2459936.35,3740494,2016 AF193,0
       (2016 AG193),0.197,28.8,124.25,320.38,1.052,1.57,2208.0,0.0,47,23.52,0.6569,288.33,2460109.59,3740496,2016 AG193,0
       (2016 AH193),0.7663,17.85,125.57,242.41,0.335,2.53,1873.0,0.0,68,20.81,0.5748,82.38,2459857.17,3740497,2016 AH193,1
       (2016 AK193),0.2716,17.36,306.89,324.41,0.634,1.11,6205.0,0.0,228,22.0,1.214,134.09,2459890.08,3740499,2016 AK193,0
       (2016 AO193),0.4456,24.07,301.9,284.95,0.967,2.52,2571.0,0.0,56,20.9,0.4278,334.63,2460059.8,3740663,2016 AO193,0
       (2016 AT193),0.5325,6.78,97.35,83.52,0.73,2.39,2.0,8.0,23,26.6,0.5052,333.42,2457442.11,3740845,2016 AT193,0
       (2016 AU193),0.6684,12.33,100.94,264.2,0.571,2.87,4.0,9.0,14,25.3,0.4365,22.81,2457340.25,3740846,2016 AU193,0
       (2016 AV193),0.366,6.25,106.53,29.06,1.168,2.52,1.0,9.0,6,24.47,0.3943,344.87,2457430.86,3740847,2016 AV193,0
       (2016 AW193),0.5636,8.36,278.49,126.78,0.852,3.05,36.0,7.0,13,25.0,0.3609,237.68,2460339.4,3740848,2016 AW193,0
       (2016 AY193),0.2522,28.12,282.06,94.06,1.278,2.14,3.0,9.0,9,20.9,0.4411,72.54,2457235.03,3740851,2016 AY193,0
       (2016 AJ194),0.2492,8.33,307.26,192.6,1.003,1.67,5.0,9.0,11,24.88,0.6388,182.02,2459679.11,54182412,2016 AJ194,0
       (2016 BE),0.4684,9.68,314.68,199.22,0.967,2.67,166.0,4.0,206,23.55,0.4014,309.08,2460127.35,3740501,2016 BE,0
       (2016 BQ),0.1405,2.26,305.64,279.03,0.871,1.16,2063.0,1.0,49,26.54,0.9664,261.74,2460102.18,3740664,2016 BQ,0
       (2016 BR),0.2658,9.54,113.31,308.22,0.948,1.63,9.0,8.0,28,25.6,0.6722,34.1,2457356.78,3740665,2016 BR,0
       (2016 BS),0.3356,5.36,163.15,320.62,1.061,2.13,78.0,6.0,56,24.1,0.4883,183.21,2460362.56,3740666,2016 BS,0
       (2016 BT),0.5989,18.51,117.17,70.8,0.986,3.93,122.0,5.0,102,21.11,0.2556,283.61,2460299.34,3740668,2016 BT,0
       (2016 BU),0.2309,9.03,300.34,351.37,0.627,1.0,12.0,7.0,28,26.7,1.34,67.27,2459950.3,3740667,2016 BU,0
       (2016 BV),0.5081,3.69,111.54,316.83,0.882,2.7,12.0,8.0,27,26.0,0.4103,16.17,2457368.08,3740669,2016 BV,0
       (2016 BW),0.2476,14.64,116.94,289.41,0.893,1.48,11.0,8.0,18,26.1,0.7621,48.02,2457345.49,3740670,2016 BW,0
       (2016 BY),0.6563,7.58,120.66,66.58,0.754,3.64,2.0,8.0,37,26.2,0.3031,347.01,2457450.34,3740671,2016 BY,0
       (2016 BD1),0.2877,10.6,150.49,275.78,1.11,2.01,1526.0,1.0,103,21.2,0.5064,268.8,2460180.59,3740806,2016 BD1,0
       (2016 BE1),0.6074,7.52,57.73,17.4,0.921,3.77,256.0,4.0,91,20.3,0.2742,3.7,2459987.02,3740808,2016 BE1,1
       (2016 BF1),0.459,0.56,4.93,72.35,0.926,2.5,18.0,8.0,28,25.4,0.4402,15.97,2457373.22,3740809,2016 BF1,0
       (2016 BG1),0.5571,15.26,307.85,149.02,1.06,3.73,41.0,5.0,103,22.3,0.2663,338.12,2460082.65,3740807,2016 BG1,0
       (2016 BJ1),0.5436,21.42,103.2,99.27,1.031,3.49,195.0,3.0,93,20.29,0.2901,2.06,2459993.41,3740811,2016 BJ1,0
       (2016 BK1),0.5872,0.94,17.05,79.76,0.98,3.77,20.0,7.0,72,24.8,0.2693,344.32,2460058.74,3740812,2016 BK1,0
       (2016 BL1),0.2973,7.29,123.47,344.55,1.237,2.28,5134.0,0.0,129,22.07,0.4218,21.84,2459948.73,3740823,2016 BL1,0
       (2016 BM1),0.471,6.61,80.23,27.41,1.069,2.97,1303.0,2.0,60,20.5,0.3429,180.69,2460523.45,3740824,2016 BM1,0
       (2016 BN1),0.2399,23.62,267.71,293.1,1.067,1.74,2030.0,0.0,115,20.64,0.5928,41.19,2459931.01,3740825,2016 BN1,0
       (2016 BS13),0.3488,8.89,342.09,80.07,1.257,2.6,16.0,6.0,20,20.9,0.3674,256.83,2460281.29,3740859,2016 BS13,0
